"","key","DAYS.SERVICED","ASSET.TYPE","STATUS","Minors","Adult","Middle_Age_Adult","Senior_Adult","Low_Density_Housing","Medium_Density_Housing","High_Density_Housing","Other_Types","Small_Households","Medium_Households","Large_Households"
"4049","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4050","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4051","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4052","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4053","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4054","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4055","Ward18",7,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4056","Ward18",4,"WR1","Temporarily Removed",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4057","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4058","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4059","Ward18",4,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4060","Ward17",4,"WR1","Temporarily Removed",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4061","Ward17",4,"WR1","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4062","Ward17",4,"WR1","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4063","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4064","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4065","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4066","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4067","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4068","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4069","Ward7",1,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4070","Ward7",1,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4071","Ward7",3,"WR2","Temporarily Removed",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4072","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4073","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4074","Ward2",1,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4075","Ward2",1,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4076","Ward4",5,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4077","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4078","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4079","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4080","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4081","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4082","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4083","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4084","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4085","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4086","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4087","Ward6",5,"WR1","Temporarily Removed",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4088","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4089","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4090","Ward3",1,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4091","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4092","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4093","Ward22",3,"WR2","Temporarily Removed",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4094","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4095","Ward14",3,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4096","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4097","Ward19",7,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"4098","Ward14",7,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4099","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4100","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4101","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4102","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4103","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4104","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4105","Ward1",3,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4106","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4107","Ward9",7,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4108","Ward13",5,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4109","Ward1",3,"WR2","Temporarily Removed",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4110","Ward14",1,"WR4","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4111","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4112","Ward24",3,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4113","Ward25",1,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4114","Ward16",4,"WR4","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4115","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4116","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4117","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4118","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4119","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4120","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4121","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4122","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4123","Ward14",7,"WR2","Temporarily Removed",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4124","Ward19",3,"WR1","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"4125","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4126","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4127","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4128","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4129","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4130","Ward7",1,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4131","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4132","Ward6",5,"WR1","Temporarily Removed",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4133","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"4134","Ward7",3,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4135","Ward10",5,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4136","Ward13",5,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4137","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4138","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4139","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4140","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4141","Ward14",7,"WR2","Temporarily Removed",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4142","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4143","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4144","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4145","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4146","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4147","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4148","Ward24",3,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4149","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"4150","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4151","Ward8",1,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4152","Ward15",4,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4153","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4154","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4155","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4156","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4157","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4158","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4159","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4160","Ward6",5,"WR2","Temporarily Removed",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4161","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4162","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4163","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4164","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4165","Ward15",1,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4166","Ward16",4,"WR2","Temporarily Removed",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4167","Ward15",7,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4168","Ward15",1,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4169","Ward15",7,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4170","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4171","Ward16",4,"WR2","Temporarily Removed",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4172","Ward15",1,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4173","Ward15",4,"WR4","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4174","Ward15",4,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4175","Ward15",4,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4176","Ward15",4,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4177","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4178","Ward9",5,"WR1","Temporarily Removed",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4179","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4180","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4181","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4182","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4183","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4184","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4185","Ward7",1,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4186","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4187","Ward14",7,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4188","Ward24",3,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4189","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"4190","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4191","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4192","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4193","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4194","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4195","Ward18",1,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4196","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4197","Ward9",1,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4198","Ward9",7,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4199","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4200","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"4201","Ward22",3,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4202","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4203","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4204","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4205","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4206","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4207","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"4208","Ward2",1,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4209","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4210","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4211","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4212","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4213","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4214","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4215","Ward3",1,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4216","Ward4",7,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4217","Ward4",7,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4218","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4219","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4220","Ward8",5,"WR4","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4221","Ward6",5,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4222","Ward6",5,"WR2","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"4223","Ward4",1,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4224","Ward1",3,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4225","Ward18",5,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4226","Ward16",1,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4227","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4228","Ward15",5,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4229","Ward14",7,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4230","Ward2",5,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4231","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4232","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4233","Ward4",7,"WR1","Temporarily Removed",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4234","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4235","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4236","Ward5",5,"WR2","Temporarily Removed",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4237","Ward9",5,"WR2","Temporarily Removed",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4238","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4239","Ward24",3,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4240","Ward16",4,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4241","Ward25",3,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4242","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4243","Ward14",7,"WR1","Temporarily Removed",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4244","Ward19",1,"WR1","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"4245","Ward21",3,"WR2","Temporarily Removed",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"4246","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"4247","Ward22",4,"WR2","Temporarily Removed",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4248","Ward9",5,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4249","Ward7",5,"WR1","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4250","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4251","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4252","Ward2",1,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4253","Ward3",7,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4254","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4255","Ward12",1,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4256","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4257","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4258","Ward2",3,"WR3","Temporarily Removed",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4259","Ward7",5,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"4260","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"4261","Ward16",1,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4262","Ward16",1,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4263","Ward8",5,"WR3","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4264","Ward12",1,"WR3","Temporarily Removed",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4265","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4266","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"4267","Ward2",3,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4268","Ward12",7,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4269","Ward15",7,"WR2","Temporarily Removed",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4270","Ward18",7,"WR2","Temporarily Removed",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4271","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4272","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4273","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"4274","Ward14",5,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"4275","Ward18",1,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4276","Ward10",7,"WR3","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4277","Ward15",5,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4278","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"4279","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4280","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"4281","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4282","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"4283","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4284","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"4285","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"4286","Ward2",5,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4287","Ward25",3,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4288","Ward25",3,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4289","Ward25",3,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4290","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4291","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"4292","Ward3",3,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4293","Ward3",5,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4294","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4295","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4296","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4297","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4298","Ward15",7,"WR4","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"4299","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4300","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"4301","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4302","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4303","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4304","Ward2",5,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4305","Ward25",4,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"4306","Ward4",5,"WR2","Temporarily Removed",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"4307","Ward3",7,"WR4","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"4308","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"4309","Ward12",5,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"4310","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4311","Ward8",5,"WR2","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"4312","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
