"","key","DAYS.SERVICED","ASSET.TYPE","STATUS","Minors","Adult","Middle_Age_Adult","Senior_Adult","Low_Density_Housing","Medium_Density_Housing","High_Density_Housing","Other_Types","Small_Households","Medium_Households","Large_Households"
"2327","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2328","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2329","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2330","Ward16",4,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2331","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2332","Ward16",3,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2333","Ward16",3,"WR2","Temporarily Removed",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2334","Ward16",3,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2335","Ward4",5,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2336","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2337","Ward4",7,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2338","Ward4",7,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2339","Ward4",1,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2340","Ward4",1,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2341","Ward4",7,"WR4","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2342","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2343","Ward4",5,"WR1","Temporarily Removed",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2344","Ward4",5,"WR2","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2345","Ward4",7,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2346","Ward4",7,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2347","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"2348","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2349","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2350","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2351","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2352","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2353","Ward20",3,"WR2","Temporarily Removed",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2354","Ward10",7,"WR3","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2355","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2356","Ward11",5,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2357","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2358","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2359","Ward18",5,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2360","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2361","Ward15",7,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2362","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2363","Ward15",4,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2364","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2365","Ward13",7,"WR1","Temporarily Removed",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2366","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2367","Ward10",7,"WR3","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2368","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2369","Ward13",7,"WR4","Temporarily Removed",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2370","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2371","Ward9",5,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2372","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2373","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2374","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2375","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2376","Ward11",7,"WR3","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2377","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2378","Ward8",7,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2379","Ward9",5,"WR2","Temporarily Removed",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2380","Ward8",7,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2381","Ward19",7,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"2382","Ward21",3,"WR1","Temporarily Removed",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2383","Ward9",5,"WR3","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2384","Ward9",5,"WR3","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2385","Ward14",1,"WR2","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"2386","Ward22",4,"WR2","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"2387","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2388","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2389","Ward16",3,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2390","Ward2",3,"WR2","Temporarily Removed",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2391","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2392","Ward15",1,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2393","Ward15",4,"WR3","Temporarily Removed",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2394","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"2395","Ward8",5,"WR1","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2396","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2397","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2398","Ward15",5,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2399","Ward9",5,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2400","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2401","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2402","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2403","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2404","Ward9",5,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2405","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2406","Ward13",5,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2407","Ward13",5,"WR1","Temporarily Removed",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2408","Ward21",3,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2409","Ward21",3,"WR1","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2410","Ward17",4,"WR1","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2411","Ward18",5,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2412","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2413","Ward22",4,"WR1","Existing",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"2414","Ward24",3,"WR1","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2415","Ward24",3,"WR1","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2416","Ward17",4,"WR1","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2417","Ward16",4,"WR4","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2418","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2419","Ward6",1,"WR1","Existing",21260,30195,30505,25390,13405,3145,24670,55,23200,13610,4455
"2420","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2421","Ward1",1,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2422","Ward25",4,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2423","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2424","Ward10",7,"WR3","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2425","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2426","Ward10",7,"WR4","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2427","Ward13",7,"WR4","Temporarily Removed",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2428","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2429","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2430","Ward25",4,"WR3","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2431","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2432","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2433","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2434","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2435","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2436","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2437","Ward24",3,"WR1","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2438","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2439","Ward19",3,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"2440","Ward9",5,"WR1","Temporarily Removed",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2441","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2442","Ward2",3,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2443","Ward2",3,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2444","Ward24",3,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2445","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2446","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2447","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2448","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2449","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2450","Ward20",3,"WR2","Temporarily Removed",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2451","Ward8",5,"WR2","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2452","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2453","Ward5",5,"WR1","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2454","Ward25",3,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2455","Ward25",4,"WR1","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2456","Ward11",7,"WR1","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2457","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2458","Ward15",1,"WR1","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2459","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2460","Ward7",3,"WR2","Existing",25945,33035,29185,23050,12165,5290,20205,10,17795,13540,6335
"2461","Ward20",7,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2462","Ward11",7,"WR3","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2463","Ward11",1,"WR3","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2464","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2465","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2466","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2467","Ward15",4,"WR2","Existing",23965,24820,28810,23420,17560,1590,20860,20,23430,12750,3850
"2468","Ward16",4,"WR2","Temporarily Removed",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2469","Ward20",3,"WR1","Temporarily Removed",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2470","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2471","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2472","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2473","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2474","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2475","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2476","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2477","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2478","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2479","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2480","Ward9",1,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2481","Ward11",7,"WR1","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2482","Ward9",7,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2483","Ward9",7,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2484","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2485","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2486","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2487","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2488","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2489","Ward11",7,"WR2","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2490","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2491","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2492","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2493","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2494","Ward19",1,"WR3","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"2495","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2496","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2497","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2498","Ward9",7,"WR1","Temporarily Removed",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2499","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"2500","Ward5",5,"WR3","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2501","Ward21",3,"WR4","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2502","Ward5",5,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2503","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2504","Ward21",3,"WR2","Existing",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2505","Ward4",5,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2506","Ward8",5,"WR1","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2507","Ward25",4,"WR2","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2508","Ward10",7,"WR1","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2509","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2510","Ward10",7,"WR2","Existing",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2511","Ward18",5,"WR3","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2512","Ward9",5,"WR3","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2513","Ward12",5,"WR3","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2514","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2515","Ward11",7,"WR2","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2516","Ward12",1,"WR2","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2517","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2518","Ward9",5,"WR2","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2519","Ward13",7,"WR2","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2520","Ward5",1,"WR2","Existing",24855,32545,32015,26260,16505,3110,25405,35,25495,14930,4620
"2521","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2522","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2523","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2524","Ward11",7,"WR4","Temporarily Removed",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2525","Ward1",5,"WR1","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2526","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2527","Ward19",7,"WR2","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"2528","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"2529","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2530","Ward9",1,"WR4","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2531","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2532","Ward14",3,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"2533","Ward23",3,"WR2","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2534","Ward25",4,"WR4","Existing",21140,27245,26415,26685,19625,7430,5240,20,13650,12625,6040
"2535","Ward23",3,"WR1","Existing",17845,26225,24465,25495,14415,6810,8120,190,12235,11560,5745
"2536","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2537","Ward18",1,"WR1","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2538","Ward8",5,"WR2","Temporarily Removed",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2539","Ward14",7,"WR1","Existing",20385,30005,31810,22360,17945,5395,22690,200,30595,13110,2535
"2540","Ward16",1,"WR1","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2541","Ward11",1,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2542","Ward10",7,"WR1","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2543","Ward11",7,"WR1","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2544","Ward13",7,"WR1","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2545","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2546","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2547","Ward21",3,"WR2","Temporarily Removed",23405,32600,29470,26075,14640,6810,19050,55,21370,13785,5415
"2548","Ward12",5,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2549","Ward12",7,"WR1","Existing",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2550","Ward1",5,"WR2","Existing",25585,35130,29380,25020,12695,7435,17995,10,17425,13920,6795
"2551","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2552","Ward2",3,"WR2","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2553","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2554","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2555","Ward4",1,"WR1","Existing",19695,32780,30745,21485,13070,3295,32995,85,34805,12475,2165
"2556","Ward2",1,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2557","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2558","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2559","Ward11",7,"WR4","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2560","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2561","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2562","Ward24",4,"WR2","Existing",23205,30160,26180,23215,12975,4655,18575,40,18260,12645,5345
"2563","Ward8",1,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2564","Ward8",5,"WR2","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2565","Ward8",5,"WR3","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2566","Ward8",5,"WR3","Existing",26335,29275,32065,27150,18680,3860,23370,0,27355,14205,4350
"2567","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2568","Ward9",5,"WR3","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2569","Ward19",3,"WR3","Existing",24165,27905,33140,23280,19410,3865,22285,135,28060,14725,2915
"2570","Ward12",1,"WR3","Temporarily Removed",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2571","Ward12",5,"WR2","Temporarily Removed",17945,39700,28460,28005,11645,2485,43940,45,44550,11470,2090
"2572","Ward11",7,"WR2","Existing",12470,43375,23180,23365,7770,3925,41400,410,42160,9645,1700
"2573","Ward2",3,"WR1","Existing",23840,27570,32090,33700,22735,2790,19785,25,25460,15840,4045
"2574","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2575","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2576","Ward3",7,"WR2","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2577","Ward10",7,"WR2","Temporarily Removed",11465,82310,26590,15035,1095,3360,76015,265,70400,9175,1155
"2578","Ward22",4,"WR2","Temporarily Removed",18225,27650,26680,31140,12440,6055,19765,80,20760,12885,4700
"2579","Ward9",5,"WR1","Existing",16995,38630,28435,20665,13125,5435,26610,505,30065,12845,2765
"2580","Ward13",7,"WR4","Existing",12755,57230,28185,18770,910,2675,65220,155,59115,8325,1515
"2581","Ward18",1,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2582","Ward17",4,"WR2","Existing",19255,36335,28090,28905,12475,4655,28620,25,27440,14915,3430
"2583","Ward18",4,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2584","Ward16",4,"WR2","Existing",19805,25495,25545,23490,7570,3095,27580,40,23035,11755,3490
"2585","Ward3",5,"WR1","Existing",23620,44935,38605,32760,19950,3840,41745,35,46340,16385,2850
"2586","Ward18",1,"WR2","Existing",18465,41185,30515,26960,13355,3240,33940,20,32815,14585,3150
"2587","Ward20",3,"WR1","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2588","Ward20",3,"WR2","Temporarily Removed",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
"2589","Ward20",3,"WR2","Existing",24550,29370,31550,24630,17375,5390,18800,330,23155,14130,4620
